2015509155;ROH;5
2015095213;SGS;3
2015770705;XMI;5
2017998393;TPK;3
2016303383;YKM;3
2015352077;VGJ;1
2017766568;IAO;4
2016876924;VGF;1
2016876924;YKM;3
2016586850;VGF;1
2015770705;SGS;2
2016586850;QBZ;3
2016222004;LJJ;2
2017866945;INE;3
2017878243;EJO;5
2017385759;ZHE;2
2017550728;KGH;5
2015289347;QOZ;3
2015509155;ROH;5
2015659722;TPK;2
2015770705;ROH;1
2017080059;YFR;3
2017433799;ZHE;1
2015289347;QOZ;1
2016222004;LJJ;3
2017813257;YKM;5
2016478516;VGJ;1
2017195032;EQP;4
2015403889;EJO;5
2016413296;PZF;4
2015707289;YFR;5
2016478516;QOZ;1
2017059100;EJO;2
2017646860;KGH;5
2017195032;EJO;5
2015770705;YFR;5
2017550728;KGH;5
2015352077;DQU;2
2015218676;VGJ;5
2017766568;IAO;4
2015239321;DQU;3
2016478516;VGJ;1
2016413296;EQP;4
2017433799;INE;5
2017385759;ZHE;1
2017548014;KGH;5
2016376019;ZAS;1
2016242814;KGH;3
2017766568;KGH;3
2017167665;LJJ;2
2016245129;EQP;4
2017619574;INE;5
2017813257;QBZ;3
2016376019;DQU;2
2015312816;VGF;1
2015495489;VGF;1
2015090767;HUM;2
2016047258;YFR;5
2017167665;LJJ;1
2017878243;PZF;3
2017990864;TPK;1
2016884885;QOZ;1
2017080059;YFR;5
2015086153;ZAS;1
2017813257;BTT;2
2015090767;ROH;1
2015495489;BTT;2
2017167665;TPK;3
2015707289;HUM;2
2015661230;EJO;5
2017766568;KGH;3
2017878243;PZF;3
2015659722;TPK;2
2015495489;QBZ;3
2016047258;YFR;3
2017080059;YFR;5
2016376019;VGJ;1
2015312816;QBZ;3
2015095213;ROH;1
2017548014;SZN;4
2017646860;SZN;4
2015086153;VGJ;4
2015095213;YFR;3
2015218676;QOZ;1
2017766568;BGG;1
2016222004;RVS;3
2017646860;KGH;3
2015239321;VGJ;1
2015707289;ROH;5
2015806106;QOZ;1
2017385759;INE;5
2016047258;YFR;3
2017990864;TPK;2
2017646860;SZN;4
2016413296;EJO;1
2017385759;MUM;4
2017548014;KGH;3
2016155325;JZZ;2
2015829894;ZAS;2
2015844497;YFR;3
2015509155;YFR;3
2016376019;QOZ;3
2015707289;SGS;2
2015086153;QOZ;5
2017059100;EQP;4
2016242814;KGH;3
2016482487;TPK;3
2015963919;LJJ;3
2017990864;TPK;2
2015218676;QOZ;3
2017646860;KGH;3
2016330496;ROH;5
2015770705;HUM;2
2017080059;HUM;2
2015095213;YFR;3
2017195032;PZF;3
2017385759;ZHE;1
2017550728;BGG;1
2015289347;VGJ;1
2015963919;LJJ;2
2016586850;YKM;3
2017619574;INE;3
2017619574;ZHE;1
2017619574;INE;3
2015659722;TPK;1
2015312816;VGF;1
2015659722;TPK;2
2017619574;MUM;4
2017195032;EJO;5
2015239321;DQU;3
2016047258;YFR;5
2017990864;LJJ;3
2017195032;PZF;3
2015963919;LJJ;3
2016303383;YKM;5
2017195032;PZF;3
2017551370;TPK;1
2017619574;ZHE;5
2015352077;ZAS;1
2017059100;EQP;4
2017646860;KGH;5
2015956850;BTT;2
2016482487;RVS;3
2016330496;ROH;1
2017385759;ZHE;2
2017300536;QOZ;1
2015495489;BTT;2
2015372505;SGS;3
2015844497;YFR;1
2015086153;QOZ;5
2016478516;DQU;3
2017195032;EQP;4
2015090767;HUM;2
2016303383;QBZ;3
2015090767;YFR;5
2017646860;IAO;4
2015806106;VGJ;4
2017195032;EQP;4
2015235128;INE;3
2017766568;IAO;4
2017813257;YKM;3
2016245129;EJO;2
2016376019;ZAS;1
2017551370;TPK;1
2015659722;RVS;3
2017619574;ZHE;1
2017641779;ZAS;1
2015659722;LJJ;2
2015770705;SGS;3
2017898783;QBZ;3
2015707289;YFR;5
2015403889;EJO;5
2016586850;QBZ;3
2017167665;TPK;1
2016303383;YKM;3
2016303383;YKM;3
2015963919;TPK;2
2017548014;KGH;5
2017646860;IAO;4
2015090767;ROH;1
2015509155;YFR;5
2015235128;ZHE;5
2017878243;PZF;4
2017548014;IAO;4
2016482487;TPK;2
2017300536;ZAS;2
2017059100;PZF;4
2016047258;XMI;5
2017550728;SZN;4
2016303383;BTT;2
2015770705;YFR;5
2017646860;SZN;4
2016303383;VGF;1
2016155325;ZHE;2
2015086153;ZAS;2
2016330496;YFR;5
2016376019;QOZ;2
2015956850;YKM;5
2016155325;ZHE;2
2016245129;PZF;4
2017433799;ZHE;2
2015289347;QOZ;2
2016330496;YFR;3
2017433799;ZHE;5
2015829894;VGJ;5
2017167665;LJJ;2
2015745472;KGH;3
2016242814;BGG;1
2017059100;EJO;1
2017866945;ZHE;2
2016047258;YFR;5
2017195032;PZF;4
2016222004;LJJ;2
2017550728;KGH;3
2017550728;BGG;1
2015352077;DQU;3
2015289347;QOZ;5
2017990864;TPK;3
2016376019;QOZ;1
2016376019;ZAS;2
2015806106;QOZ;3
2015086153;QOZ;5
2015956850;YKM;5
2015707289;YFR;3
2015235128;JZZ;2
2016242814;KGH;3
2015745472;BGG;1
2017433799;ZHE;2
2015239321;DQU;3
2017433799;ZHE;2
2017998393;TPK;2
2015239321;ZAS;2
2015956850;QBZ;3
2015372505;ROH;1
2016303383;BTT;2
2015095213;YFR;1
2016155325;ZHE;5
2017059100;EJO;5
2015495489;YKM;5
2017433799;INE;5
2016245129;PZF;4
2015312816;BTT;2
2016482487;LJJ;2
2015218676;VGJ;4
2017548014;IAO;4
2015218676;ZAS;1
2017183198;QBZ;3
2015661230;EJO;2
2017195032;PZF;3
2015235128;ZHE;2
2017550728;SZN;4
2016482487;TPK;1
2017898783;BTT;2
2015770705;ROH;1
2016242814;IAO;4
2017167665;LJJ;3
